Timestamp,From Bank,To Bank,text_formatAccount,Amount Received,Amount Paid,text_formatReceiving Currency,text_formatPayment Currency,text_formatPayment Format
2023-07-02 01:00:00,Bank D,Bank A,ACC004369,3433.9863484224206,6643.1585135413325,USD,EUR,ACH
2023-07-02 02:00:00,Bank B,Bank C,ACC004370,145.32864269472174,315.0747801292463,EUR,GBP,SWIFT
2023-07-02 03:00:00,Bank D,Bank C,ACC004371,1299.772737749392,926.8185398103886,EUR,EUR,SWIFT
2023-07-02 04:00:00,Bank D,Bank C,ACC004372,933.6438622595176,657.1386962783134,EUR,GBP,ACH
2023-07-02 05:00:00,Bank A,Bank B,ACC004373,3207.1572360318273,4707.047387492207,USD,EUR,WIRE
2023-07-02 06:00:00,Bank C,Bank A,ACC004374,1331.1502722224652,944.1873646816969,GBP,GBP,WIRE
2023-07-02 07:00:00,Bank A,Bank A,ACC004375,3062.7555633981137,1330.9233798937494,USD,GBP,ACH
2023-07-02 08:00:00,Bank C,Bank A,ACC004376,883.9778949223528,529.6628640126113,EUR,USD,WIRE
2023-07-02 09:00:00,Bank D,Bank B,ACC004377,1433.9195959560955,3799.7725143332323,USD,EUR,SWIFT
2023-07-02 10:00:00,Bank A,Bank B,ACC004378,1441.3151142660874,172.8803849948173,USD,USD,SWIFT
2023-07-02 11:00:00,Bank C,Bank D,ACC004379,2546.5515526729637,4604.87887677271,USD,GBP,WIRE
2023-07-02 12:00:00,Bank B,Bank C,ACC004380,8574.824631668145,2530.6487617299094,GBP,EUR,WIRE
2023-07-02 13:00:00,Bank C,Bank C,ACC004381,684.8159868769721,1766.5301830361695,EUR,EUR,WIRE
2023-07-02 14:00:00,Bank A,Bank A,ACC004382,2113.53293250379,413.7096600094504,USD,USD,ACH
2023-07-02 15:00:00,Bank B,Bank B,ACC004383,2366.6134240525857,488.70278693496465,USD,EUR,WIRE
2023-07-02 16:00:00,Bank C,Bank B,ACC004384,953.7531381150361,400.6977653148723,EUR,EUR,ACH
2023-07-02 17:00:00,Bank C,Bank A,ACC004385,19185.14041843395,11124.042145184796,USD,EUR,WIRE
2023-07-02 18:00:00,Bank C,Bank A,ACC004386,1402.2301631096454,523.2588483151866,USD,GBP,ACH
2023-07-02 19:00:00,Bank C,Bank D,ACC004387,265.6979780325074,1415.3372036077615,USD,USD,ACH
2023-07-02 20:00:00,Bank C,Bank C,ACC004388,4133.98879325289,8653.478631418995,USD,GBP,SWIFT
2023-07-02 21:00:00,Bank B,Bank C,ACC004389,594.338544738837,11712.283809024095,EUR,USD,WIRE
2023-07-02 22:00:00,Bank D,Bank C,ACC004390,691.0795627865047,1500.0463097819543,USD,GBP,SWIFT
2023-07-02 23:00:00,Bank B,Bank D,ACC004391,297.67337315881184,487.2883221903846,GBP,GBP,SWIFT
2023-07-03 00:00:00,Bank B,Bank A,ACC004392,3382.7143108303685,254.6397338910932,USD,GBP,ACH
2023-07-03 01:00:00,Bank B,Bank A,ACC004393,5442.493803742916,832.2619918993454,GBP,GBP,ACH
2023-07-03 02:00:00,Bank D,Bank C,ACC004394,2916.1017202226467,973.5159000721218,EUR,USD,ACH
2023-07-03 03:00:00,Bank A,Bank C,ACC004395,23032.1253063897,1026.7151667007083,USD,EUR,ACH
2023-07-03 04:00:00,Bank D,Bank D,ACC004396,776.941581605191,537.0793450326711,GBP,USD,SWIFT
2023-07-03 05:00:00,Bank B,Bank B,ACC004397,580.414883970723,1476.3860800817324,GBP,EUR,ACH
2023-07-03 06:00:00,Bank C,Bank B,ACC004398,503.41403019870575,643.9649696901491,USD,USD,SWIFT
2023-07-03 07:00:00,Bank C,Bank C,ACC004399,2088.2150206879755,2888.8789107949406,USD,USD,SWIFT
2023-07-03 08:00:00,Bank B,Bank D,ACC004400,7553.155408949972,1696.213246461964,EUR,USD,WIRE
2023-07-03 09:00:00,Bank C,Bank C,ACC004401,7262.768588229511,19205.310615365674,EUR,USD,WIRE
2023-07-03 10:00:00,Bank B,Bank B,ACC004402,38453.94354278897,24648.061198014497,USD,GBP,ACH
2023-07-03 11:00:00,Bank C,Bank C,ACC004403,1644.088413736859,2854.0561610073305,EUR,USD,SWIFT
2023-07-03 12:00:00,Bank D,Bank B,ACC004404,474.0640136539061,229.09656945620662,EUR,USD,SWIFT
2023-07-03 13:00:00,Bank A,Bank B,ACC004405,555.0683009027881,1501.999945227024,EUR,EUR,SWIFT
2023-07-03 14:00:00,Bank A,Bank B,ACC004406,2168.938809961888,561.8561641601555,EUR,GBP,WIRE
2023-07-03 15:00:00,Bank D,Bank A,ACC004407,3107.9942227525894,268.7704200178242,USD,GBP,SWIFT
2023-07-03 16:00:00,Bank D,Bank A,ACC004408,1903.9391051602781,724.9714501865693,USD,USD,SWIFT
2023-07-03 17:00:00,Bank B,Bank C,ACC004409,7309.197370454683,443.6438088266361,GBP,USD,SWIFT
2023-07-03 18:00:00,Bank B,Bank B,ACC004410,5625.174032647898,2753.8369373900996,EUR,GBP,WIRE
2023-07-03 19:00:00,Bank B,Bank A,ACC004411,1704.514902973647,1831.8164387288098,USD,GBP,ACH
2023-07-03 20:00:00,Bank C,Bank C,ACC004412,474.1005075766741,346.3866137009249,GBP,USD,ACH
2023-07-03 21:00:00,Bank B,Bank C,ACC004413,1485.5269989961528,3694.1835614506936,EUR,USD,ACH
2023-07-03 22:00:00,Bank D,Bank C,ACC004414,744.4295757611974,749.4222485352839,GBP,USD,WIRE
2023-07-03 23:00:00,Bank A,Bank C,ACC004415,2329.044662570835,1020.037686028039,EUR,EUR,WIRE
2023-07-04 00:00:00,Bank C,Bank C,ACC004416,6813.4036722496085,3000.0321216325688,USD,GBP,ACH
2023-07-04 01:00:00,Bank B,Bank D,ACC004417,1664.777957080805,2188.085690187939,GBP,EUR,ACH
2023-07-04 02:00:00,Bank C,Bank B,ACC004418,23920.45849445693,9339.012365177188,USD,GBP,WIRE
2023-07-04 03:00:00,Bank C,Bank C,ACC004419,858.0758628438255,845.0122718110888,EUR,GBP,ACH
2023-07-04 04:00:00,Bank B,Bank D,ACC004420,2044.2149867649844,186.16734348637934,EUR,GBP,SWIFT
2023-07-04 05:00:00,Bank C,Bank B,ACC004421,2498.2776401295496,3991.8003598614223,EUR,GBP,WIRE
2023-07-04 06:00:00,Bank A,Bank A,ACC004422,151.47274747995291,701.2773109216398,GBP,GBP,ACH
2023-07-04 07:00:00,Bank D,Bank C,ACC004423,725.2824735215777,5191.8233817678965,GBP,USD,ACH
2023-07-04 08:00:00,Bank D,Bank D,ACC004424,2834.7254948995474,1334.2295553341871,GBP,EUR,WIRE
2023-07-04 09:00:00,Bank A,Bank A,ACC004425,1442.983805103746,8310.576075581683,USD,EUR,WIRE
2023-07-04 10:00:00,Bank C,Bank D,ACC004426,331.45264602949624,2010.8675671276824,GBP,GBP,SWIFT
2023-07-04 11:00:00,Bank B,Bank B,ACC004427,816.4392053211734,2006.317109932358,EUR,EUR,WIRE
2023-07-04 12:00:00,Bank C,Bank B,ACC004428,760.6849327321085,593.2313867308967,USD,EUR,WIRE
2023-07-04 13:00:00,Bank A,Bank A,ACC004429,1020.8739029965735,925.9914851745468,EUR,USD,SWIFT
2023-07-04 14:00:00,Bank C,Bank D,ACC004430,453.08377863007473,457.7014487290156,EUR,GBP,ACH
2023-07-04 15:00:00,Bank D,Bank C,ACC004431,1265.3258248249517,752.1525653429165,GBP,USD,WIRE
2023-07-04 16:00:00,Bank C,Bank C,ACC004432,1819.6268784873268,279.5163648750223,GBP,EUR,ACH
2023-07-04 17:00:00,Bank A,Bank A,ACC004433,2144.55461418218,1102.9252873461955,GBP,GBP,SWIFT
2023-07-04 18:00:00,Bank D,Bank A,ACC004434,927.7041937203489,13736.587364978257,EUR,GBP,WIRE
2023-07-04 19:00:00,Bank C,Bank A,ACC004435,294.6284002677676,401.77434203722436,USD,GBP,SWIFT
2023-07-04 20:00:00,Bank C,Bank D,ACC004436,808.659025457286,7633.137866074753,GBP,GBP,ACH
2023-07-04 21:00:00,Bank D,Bank C,ACC004437,1943.358869602723,1168.543360686351,GBP,GBP,SWIFT
2023-07-04 22:00:00,Bank B,Bank C,ACC004438,1788.6814612058515,484.5686597481819,USD,GBP,WIRE
2023-07-04 23:00:00,Bank D,Bank C,ACC004439,1757.890778205301,214.9618778401956,EUR,USD,WIRE
2023-07-05 00:00:00,Bank B,Bank A,ACC004440,747.3862038555483,1164.3786655063768,EUR,USD,ACH
2023-07-05 01:00:00,Bank A,Bank C,ACC004441,790.2636015794569,845.1477525720456,USD,EUR,ACH
2023-07-05 02:00:00,Bank A,Bank B,ACC004442,529.3610597133226,2399.560578513228,GBP,GBP,ACH
2023-07-05 03:00:00,Bank D,Bank A,ACC004443,2364.197992297557,950.1593762791194,USD,GBP,ACH
2023-07-05 04:00:00,Bank D,Bank C,ACC004444,3132.556987263613,2214.7122953478734,GBP,USD,WIRE
2023-07-05 05:00:00,Bank A,Bank D,ACC004445,2565.8276989209667,5829.685286631329,USD,EUR,WIRE
2023-07-05 06:00:00,Bank B,Bank A,ACC004446,1349.9910450816806,1695.3167567726318,EUR,EUR,WIRE
2023-07-05 07:00:00,Bank A,Bank B,ACC004447,1048.3319087315065,850.5568804211116,EUR,GBP,SWIFT
2023-07-05 08:00:00,Bank D,Bank B,ACC004448,568.663914804349,1292.8941757432754,EUR,EUR,SWIFT
2023-07-05 09:00:00,Bank A,Bank D,ACC004449,282.72031954855646,1761.7130817784105,EUR,EUR,ACH
2023-07-05 10:00:00,Bank D,Bank D,ACC004450,573.8380671975336,262.7343343528584,USD,GBP,ACH
2023-07-05 11:00:00,Bank D,Bank A,ACC004451,788.3901892875605,1283.947017748513,USD,GBP,ACH
2023-07-05 12:00:00,Bank A,Bank A,ACC004452,102.61413470652711,699.1578411645078,GBP,GBP,WIRE
2023-07-05 13:00:00,Bank B,Bank B,ACC004453,900.2251013525735,1821.2893906401353,USD,USD,SWIFT
2023-07-05 14:00:00,Bank C,Bank D,ACC004454,2763.787686349401,523.1237623661733,GBP,GBP,ACH
2023-07-05 15:00:00,Bank A,Bank A,ACC004455,1933.7529074854165,599.0218919257309,USD,EUR,ACH
2023-07-05 16:00:00,Bank C,Bank B,ACC004456,667.6700565930558,5784.1176172478945,USD,USD,WIRE
2023-07-05 17:00:00,Bank A,Bank D,ACC004457,1149.3321326251437,3755.257326514812,USD,EUR,SWIFT
2023-07-05 18:00:00,Bank C,Bank B,ACC004458,628.8139528891394,40.62724172427376,USD,USD,ACH
2023-07-05 19:00:00,Bank B,Bank C,ACC004459,1272.5279761067961,3486.8777332386667,EUR,GBP,ACH
2023-07-05 20:00:00,Bank B,Bank D,ACC004460,5115.895946965917,1018.7666151199193,USD,EUR,ACH
2023-07-05 21:00:00,Bank A,Bank A,ACC004461,2888.517872370463,540.1343673874854,GBP,USD,ACH
2023-07-05 22:00:00,Bank D,Bank A,ACC004462,1846.0330263983276,400.5446573520179,EUR,EUR,SWIFT
2023-07-05 23:00:00,Bank C,Bank C,ACC004463,669.8910502641539,424.48742054006584,USD,GBP,SWIFT
2023-07-06 00:00:00,Bank D,Bank D,ACC004464,2321.4293937768402,555.6085809534553,USD,USD,ACH
2023-07-06 01:00:00,Bank D,Bank B,ACC004465,202.98316582382967,355.2662172985228,GBP,EUR,WIRE
2023-07-06 02:00:00,Bank D,Bank A,ACC004466,6821.224829268933,2188.1542529105313,EUR,USD,ACH
2023-07-06 03:00:00,Bank B,Bank C,ACC004467,1965.9117661637247,387.4628019260709,EUR,GBP,WIRE
2023-07-06 04:00:00,Bank A,Bank C,ACC004468,2299.440735906052,1515.3380904590226,EUR,USD,ACH
2023-07-06 05:00:00,Bank A,Bank D,ACC004469,2142.8339126688625,1152.9626760360277,EUR,USD,ACH
2023-07-06 06:00:00,Bank B,Bank D,ACC004470,1472.6675412803345,1911.9069986441607,GBP,EUR,WIRE
2023-07-06 07:00:00,Bank B,Bank A,ACC004471,901.6938237460806,1026.212542582521,USD,USD,ACH
2023-07-06 08:00:00,Bank A,Bank C,ACC004472,1878.0249964558027,296.8778187127524,USD,GBP,SWIFT
2023-07-06 09:00:00,Bank D,Bank B,ACC004473,422.90135959830536,1798.0192539178383,EUR,EUR,WIRE
2023-07-06 10:00:00,Bank C,Bank C,ACC004474,3370.6514065437386,2282.616937766395,GBP,USD,SWIFT
2023-07-06 11:00:00,Bank C,Bank B,ACC004475,1166.4668543720334,2093.545464048661,USD,GBP,WIRE
2023-07-06 12:00:00,Bank C,Bank B,ACC004476,1304.0076939123805,341.75017820181796,EUR,GBP,SWIFT
2023-07-06 13:00:00,Bank D,Bank A,ACC004477,176.68788623603626,551.4346703686757,EUR,USD,ACH
2023-07-06 14:00:00,Bank A,Bank C,ACC004478,1728.7370309152361,764.0309963116517,GBP,USD,ACH
2023-07-06 15:00:00,Bank B,Bank B,ACC004479,2374.9421966487257,2152.542113547242,GBP,EUR,WIRE
2023-07-06 16:00:00,Bank A,Bank D,ACC004480,1015.0719366727682,1307.66352119068,GBP,GBP,SWIFT
2023-07-06 17:00:00,Bank D,Bank B,ACC004481,11783.626749379098,1118.7880969522257,EUR,GBP,ACH
2023-07-06 18:00:00,Bank B,Bank D,ACC004482,553.9447174018472,7227.64680043446,GBP,GBP,SWIFT
2023-07-06 19:00:00,Bank D,Bank D,ACC004483,764.2636617344981,174.69067504848476,EUR,USD,SWIFT
2023-07-06 20:00:00,Bank C,Bank C,ACC004484,738.7304419652955,388.23947673144664,USD,USD,WIRE
2023-07-06 21:00:00,Bank C,Bank D,ACC004485,1016.1867178948519,371.9693736406714,EUR,USD,ACH
2023-07-06 22:00:00,Bank D,Bank B,ACC004486,789.4015975932539,186.6709964533207,EUR,EUR,WIRE
2023-07-06 23:00:00,Bank B,Bank D,ACC004487,268.59091376647785,534.0452040273093,USD,GBP,WIRE
2023-07-07 00:00:00,Bank B,Bank C,ACC004488,634.889967127335,2181.5025550463774,GBP,GBP,ACH
2023-07-07 01:00:00,Bank A,Bank A,ACC004489,994.6384499355745,606.8930623487494,GBP,USD,SWIFT
2023-07-07 02:00:00,Bank C,Bank B,ACC004490,3746.480264455201,786.0316258056414,EUR,EUR,WIRE
2023-07-07 03:00:00,Bank A,Bank B,ACC004491,9919.355946000867,195.86882444135574,EUR,EUR,ACH
2023-07-07 04:00:00,Bank A,Bank C,ACC004492,4169.176852605351,494.4640381903695,USD,EUR,SWIFT
2023-07-07 05:00:00,Bank D,Bank C,ACC004493,505.0315842189218,691.1115783130303,GBP,EUR,SWIFT
2023-07-07 06:00:00,Bank D,Bank C,ACC004494,546.8586663246832,2084.7420770895005,USD,EUR,SWIFT
2023-07-07 07:00:00,Bank A,Bank C,ACC004495,935.1167824363489,205.42553374918404,EUR,USD,WIRE
2023-07-07 08:00:00,Bank C,Bank B,ACC004496,6532.590746585037,695.750594082297,EUR,USD,WIRE
2023-07-07 09:00:00,Bank D,Bank A,ACC004497,929.4341385737935,3251.325473137215,USD,USD,ACH
2023-07-07 10:00:00,Bank A,Bank D,ACC004498,290.75834989694437,702.6906233592512,USD,GBP,SWIFT
2023-07-07 11:00:00,Bank A,Bank D,ACC004499,664.3591308955572,132.21621644342753,GBP,EUR,SWIFT
2023-07-07 12:00:00,Bank A,Bank A,ACC004500,2338.0113622105578,3940.9448269899212,USD,EUR,ACH
2023-07-07 13:00:00,Bank A,Bank A,ACC004501,2186.243989052223,2286.773023119149,GBP,GBP,SWIFT
2023-07-07 14:00:00,Bank A,Bank A,ACC004502,897.6527793006082,2615.988129931381,GBP,EUR,SWIFT
2023-07-07 15:00:00,Bank A,Bank C,ACC004503,2172.0238758547043,191.7545853739632,USD,EUR,ACH
2023-07-07 16:00:00,Bank D,Bank B,ACC004504,112.93673531415152,4976.36869260503,USD,EUR,ACH
2023-07-07 17:00:00,Bank C,Bank B,ACC004505,1216.6168781866127,506.0947551452414,GBP,EUR,WIRE
2023-07-07 18:00:00,Bank A,Bank B,ACC004506,2593.2972677455423,658.8929352198253,USD,EUR,WIRE
2023-07-07 19:00:00,Bank B,Bank C,ACC004507,476.81888599020004,543.0616416407458,GBP,USD,WIRE
2023-07-07 20:00:00,Bank D,Bank B,ACC004508,475.164691792144,2826.903386838514,GBP,EUR,ACH
2023-07-07 21:00:00,Bank D,Bank C,ACC004509,169.61850841966822,916.1697347876301,EUR,USD,WIRE
2023-07-07 22:00:00,Bank A,Bank B,ACC004510,51591.964638706355,9016.89106337653,GBP,USD,SWIFT
2023-07-07 23:00:00,Bank D,Bank A,ACC004511,533.7064789644118,1183.1090290096959,EUR,USD,WIRE
2023-07-08 00:00:00,Bank A,Bank D,ACC004512,1395.5491571938157,997.2066260746487,USD,USD,WIRE
2023-07-08 01:00:00,Bank C,Bank D,ACC004513,2006.038260725627,425.4791460073293,GBP,GBP,WIRE
2023-07-08 02:00:00,Bank C,Bank C,ACC004514,4974.439346848608,6715.278532899629,GBP,USD,ACH
2023-07-08 03:00:00,Bank D,Bank B,ACC004515,940.2090329437509,253.81518180929058,USD,GBP,SWIFT
2023-07-08 04:00:00,Bank D,Bank D,ACC004516,639.42555707033,1656.15507359254,USD,GBP,ACH
2023-07-08 05:00:00,Bank B,Bank A,ACC004517,1303.8381915734058,1598.237265930633,USD,USD,SWIFT
2023-07-08 06:00:00,Bank D,Bank A,ACC004518,3960.3206632655383,3478.499446183642,GBP,EUR,WIRE
2023-07-08 07:00:00,Bank B,Bank A,ACC004519,925.0312017815137,4394.416480572755,USD,EUR,WIRE
2023-07-08 08:00:00,Bank C,Bank C,ACC004520,422.0530083772951,955.8599443406238,USD,USD,SWIFT
2023-07-08 09:00:00,Bank C,Bank C,ACC004521,234.91933307018923,1863.840281949222,EUR,USD,ACH
2023-07-08 10:00:00,Bank A,Bank B,ACC004522,3211.6127413139457,34821.260598552464,EUR,GBP,ACH
2023-07-08 11:00:00,Bank C,Bank A,ACC004523,2602.9260560989833,1027.4376189855082,GBP,GBP,WIRE
2023-07-08 12:00:00,Bank B,Bank B,ACC004524,795.8219848360186,377.49847348585484,USD,EUR,SWIFT
2023-07-08 13:00:00,Bank D,Bank B,ACC004525,597.3355943712266,746.6017327262937,USD,GBP,SWIFT
2023-07-08 14:00:00,Bank A,Bank A,ACC004526,535.9456607940734,297.4820840184427,EUR,GBP,SWIFT
2023-07-08 15:00:00,Bank B,Bank B,ACC004527,1193.9779903025374,1590.5208353771554,GBP,USD,SWIFT
2023-07-08 16:00:00,Bank D,Bank D,ACC004528,863.1123829921279,3179.426800591395,USD,GBP,WIRE
2023-07-08 17:00:00,Bank A,Bank C,ACC004529,834.5293024622048,971.6139044770896,GBP,GBP,ACH
2023-07-08 18:00:00,Bank C,Bank B,ACC004530,4227.321802108969,216.81402329016746,EUR,GBP,WIRE
2023-07-08 19:00:00,Bank B,Bank A,ACC004531,5105.207018394339,3046.2019613765365,USD,EUR,SWIFT
2023-07-08 20:00:00,Bank D,Bank C,ACC004532,219.19863483040885,185.61990074288235,EUR,USD,ACH
2023-07-08 21:00:00,Bank A,Bank C,ACC004533,14222.214856328867,2044.9713362897971,EUR,EUR,WIRE
2023-07-08 22:00:00,Bank A,Bank B,ACC004534,504.28314269058865,917.5082874264181,EUR,USD,SWIFT
2023-07-08 23:00:00,Bank C,Bank D,ACC004535,855.5537209327225,1410.6209065184703,USD,USD,WIRE
2023-07-09 00:00:00,Bank D,Bank B,ACC004536,11663.323719203814,12384.202829651942,GBP,GBP,SWIFT
2023-07-09 01:00:00,Bank C,Bank D,ACC004537,886.4990758728278,1026.4488933714158,USD,EUR,WIRE
2023-07-09 02:00:00,Bank C,Bank C,ACC004538,9798.260474439843,45338.30340887389,EUR,EUR,WIRE
2023-07-09 03:00:00,Bank D,Bank B,ACC004539,2149.4563013146476,1170.478994573673,GBP,GBP,WIRE
2023-07-09 04:00:00,Bank D,Bank A,ACC004540,1472.2936951375048,3086.114396529111,EUR,EUR,SWIFT
2023-07-09 05:00:00,Bank D,Bank B,ACC004541,2901.6800803916435,16970.991787412608,USD,USD,ACH
2023-07-09 06:00:00,Bank B,Bank D,ACC004542,584.5254918385824,301.0048169555677,GBP,USD,ACH
2023-07-09 07:00:00,Bank D,Bank D,ACC004543,2423.4206794220613,9030.424627691033,USD,USD,SWIFT
2023-07-09 08:00:00,Bank A,Bank B,ACC004544,466.8834722671047,9166.588918028994,GBP,GBP,ACH
2023-07-09 09:00:00,Bank C,Bank D,ACC004545,7801.477063758609,662.2539853712756,EUR,EUR,ACH
2023-07-09 10:00:00,Bank B,Bank C,ACC004546,4162.434412071623,2951.002065310218,EUR,USD,WIRE
2023-07-09 11:00:00,Bank D,Bank B,ACC004547,332.4937914385052,1300.5929846371077,EUR,GBP,WIRE
2023-07-09 12:00:00,Bank B,Bank D,ACC004548,1510.0950303642585,686.4134004202416,USD,USD,SWIFT
2023-07-09 13:00:00,Bank D,Bank B,ACC004549,6548.502638659603,2714.23830382713,USD,USD,SWIFT
2023-07-09 14:00:00,Bank B,Bank B,ACC004550,901.8126227306477,676.3539987061133,EUR,EUR,WIRE
2023-07-09 15:00:00,Bank C,Bank A,ACC004551,4487.477264657402,4591.718672249563,EUR,GBP,SWIFT
2023-07-09 16:00:00,Bank C,Bank B,ACC004552,1899.0834908881186,956.5961518701826,GBP,USD,SWIFT
2023-07-09 17:00:00,Bank A,Bank A,ACC004553,645.4882894515703,290.59337907673154,GBP,USD,ACH
2023-07-09 18:00:00,Bank A,Bank D,ACC004554,717.3214614176075,241.83446469415043,USD,GBP,SWIFT
2023-07-09 19:00:00,Bank D,Bank A,ACC004555,663.4234579610055,9964.708023874033,GBP,GBP,SWIFT
2023-07-09 20:00:00,Bank C,Bank A,ACC004556,2630.00130555454,877.1391367317958,USD,EUR,WIRE
2023-07-09 21:00:00,Bank B,Bank A,ACC004557,805.8135357725574,1693.543741481198,USD,USD,SWIFT
2023-07-09 22:00:00,Bank B,Bank C,ACC004558,182.5175800721853,507.0566705920671,GBP,EUR,WIRE
2023-07-09 23:00:00,Bank B,Bank A,ACC004559,1044.9040283329844,1511.6937187737055,GBP,USD,SWIFT
2023-07-10 00:00:00,Bank A,Bank B,ACC004560,2164.289454043792,46267.67436205781,GBP,EUR,ACH
2023-07-10 01:00:00,Bank B,Bank A,ACC004561,9742.28142500272,571.1985178697961,EUR,USD,WIRE
2023-07-10 02:00:00,Bank A,Bank B,ACC004562,417.51984919915645,1734.694818773199,EUR,GBP,SWIFT
2023-07-10 03:00:00,Bank A,Bank A,ACC004563,932.7481555269435,268.8769188391237,GBP,EUR,SWIFT
2023-07-10 04:00:00,Bank D,Bank C,ACC004564,14064.834596332392,49962.47872322732,EUR,GBP,ACH
2023-07-10 05:00:00,Bank B,Bank D,ACC004565,821.6724524628038,1434.4487818381983,USD,USD,SWIFT
2023-07-10 06:00:00,Bank B,Bank A,ACC004566,820.5456932792765,725.7504011533206,EUR,GBP,ACH
2023-07-10 07:00:00,Bank C,Bank A,ACC004567,1672.086097703811,814.1347368688848,EUR,EUR,WIRE
2023-07-10 08:00:00,Bank D,Bank C,ACC004568,5045.317976233512,658.4982248854762,EUR,EUR,WIRE
2023-07-10 09:00:00,Bank C,Bank A,ACC004569,2362.5789618562485,693.044933280463,USD,GBP,SWIFT
2023-07-10 10:00:00,Bank D,Bank B,ACC004570,4810.295898529744,94.86974615151537,USD,USD,WIRE
2023-07-10 11:00:00,Bank B,Bank A,ACC004571,385.05296332587585,994.29532274149,GBP,EUR,ACH
2023-07-10 12:00:00,Bank A,Bank A,ACC004572,1506.2262556868495,953.4827364226459,EUR,USD,ACH
2023-07-10 13:00:00,Bank A,Bank D,ACC004573,1280.8075444155118,1787.6577765253005,EUR,EUR,SWIFT
2023-07-10 14:00:00,Bank A,Bank D,ACC004574,1557.8957191433776,649.9245333159919,USD,USD,ACH
2023-07-10 15:00:00,Bank A,Bank A,ACC004575,36882.67229417373,3446.864083447285,EUR,USD,ACH
2023-07-10 16:00:00,Bank A,Bank C,ACC004576,879.3744920197619,1088.1399564076498,USD,GBP,ACH
2023-07-10 17:00:00,Bank C,Bank D,ACC004577,731.0608025004229,218.6849002106941,EUR,USD,SWIFT
2023-07-10 18:00:00,Bank D,Bank A,ACC004578,1870.5369308253546,1265.7538943194802,GBP,EUR,WIRE
2023-07-10 19:00:00,Bank B,Bank D,ACC004579,185.26686004697643,170.40547437248864,USD,GBP,ACH
2023-07-10 20:00:00,Bank C,Bank A,ACC004580,865.3620297525368,3363.773367344949,USD,EUR,WIRE
2023-07-10 21:00:00,Bank D,Bank D,ACC004581,958.9148789399392,2173.8823636504935,USD,GBP,WIRE
2023-07-10 22:00:00,Bank A,Bank D,ACC004582,436.87249702141685,434.334130387526,EUR,GBP,SWIFT
2023-07-10 23:00:00,Bank D,Bank B,ACC004583,3155.9947275618065,2124.173391270417,GBP,USD,SWIFT
2023-07-11 00:00:00,Bank D,Bank A,ACC004584,379.08470746541263,1226.0025841136933,USD,USD,WIRE
2023-07-11 01:00:00,Bank A,Bank A,ACC004585,957.3096971955082,399.81013379859587,GBP,EUR,SWIFT
2023-07-11 02:00:00,Bank A,Bank A,ACC004586,1470.2051462720656,145.05657558515907,USD,EUR,WIRE
2023-07-11 03:00:00,Bank A,Bank A,ACC004587,4244.806698692939,1504.8307064188461,GBP,USD,ACH
2023-07-11 04:00:00,Bank B,Bank D,ACC004588,1085.1175109349285,495.57472658574324,EUR,EUR,WIRE
2023-07-11 05:00:00,Bank A,Bank B,ACC004589,2796.5830009785805,3277.937097069517,EUR,EUR,WIRE
2023-07-11 06:00:00,Bank B,Bank B,ACC004590,2209.663227773607,1112.1315118633945,GBP,USD,ACH
2023-07-11 07:00:00,Bank A,Bank C,ACC004591,1240.7329295086818,544.7992093145625,GBP,GBP,SWIFT
2023-07-11 08:00:00,Bank B,Bank A,ACC004592,368.88560843074225,6619.921117605326,EUR,USD,WIRE
2023-07-11 09:00:00,Bank D,Bank C,ACC004593,261.23467443162997,1951.6813144469959,GBP,EUR,SWIFT
2023-07-11 10:00:00,Bank C,Bank D,ACC004594,1219.8771078940508,28.358122154631708,GBP,GBP,ACH
2023-07-11 11:00:00,Bank D,Bank C,ACC004595,637.3399113828577,674.2549012686956,GBP,USD,WIRE
2023-07-11 12:00:00,Bank D,Bank A,ACC004596,27449.92540951961,2203.0060693781916,USD,GBP,WIRE
2023-07-11 13:00:00,Bank A,Bank B,ACC004597,2311.9729227227476,492.8486171477589,GBP,EUR,WIRE
2023-07-11 14:00:00,Bank B,Bank B,ACC004598,911.7711308481275,948.8660130050268,USD,GBP,WIRE
2023-07-11 15:00:00,Bank C,Bank A,ACC004599,344.5664899565244,1562.509573430874,EUR,EUR,SWIFT
2023-07-11 16:00:00,Bank A,Bank D,ACC004600,1827.5573076130752,1424.200299887487,EUR,USD,SWIFT
2023-07-11 17:00:00,Bank A,Bank A,ACC004601,396.2520718672353,3222.372203828184,EUR,GBP,ACH
2023-07-11 18:00:00,Bank A,Bank D,ACC004602,2619.697829365216,15255.129990762436,GBP,GBP,SWIFT
2023-07-11 19:00:00,Bank D,Bank B,ACC004603,411.81913563390447,1948.3671253004145,EUR,GBP,WIRE
2023-07-11 20:00:00,Bank B,Bank D,ACC004604,954.797215420921,1341.4311201268722,USD,EUR,ACH
2023-07-11 21:00:00,Bank B,Bank A,ACC004605,3534.023611407587,3971.1017446557803,USD,USD,WIRE
2023-07-11 22:00:00,Bank C,Bank A,ACC004606,1091.1190825407004,799.2896988295435,GBP,USD,WIRE
2023-07-11 23:00:00,Bank B,Bank A,ACC004607,704.0020777987068,820.3218237615845,USD,EUR,ACH
2023-07-12 00:00:00,Bank B,Bank D,ACC004608,238.50375870050456,163.11029803511403,USD,GBP,WIRE
2023-07-12 01:00:00,Bank A,Bank D,ACC004609,1904.7853132051569,3153.1714782502822,EUR,EUR,WIRE
